Phone Number,Day Mins,Intl Mins,CustServ Calls,Churn
358-1912,195.3,12.5,3,FALSE
379-3132,143.7,11.4,4,FALSE
340-9910,114.4,0,2,FALSE
396-2719,222.8,6.9,2,FALSE
369-6204,175.9,7.3,2,FALSE
420-9971,249.9,15.3,1,TRUE
410-3782,234.5,11.4,2,FALSE
404-4481,210.7,7.2,1,FALSE
383-9255,182.3,9.3,1,FALSE
418-9385,190.3,11.7,2,FALSE
360-9676,177.1,7.4,0,FALSE
327-3587,87.2,10.9,6,TRUE
385-4715,215.6,13.5,1,FALSE
414-2695,137.4,14,3,FALSE
331-5999,192.8,16.4,1,FALSE
337-7739,149.3,11.9,2,FALSE
388-6658,143.7,7.8,1,FALSE
405-6943,224.8,9.2,1,FALSE
382-4084,261.2,12.7,2,FALSE
352-8249,196.5,13.4,0,FALSE
353-8363,271.2,11.5,3,TRUE
416-2825,207.2,8,2,FALSE
342-6696,300.4,7.2,2,FALSE
338-9210,229.6,9.5,2,FALSE
328-1768,187.5,12.1,1,FALSE
406-5870,57.1,6.5,3,FALSE
398-3834,162.1,11,5,TRUE
330-7754,145,16.7,2,TRUE
414-9054,159.5,11.4,1,FALSE
350-2832,190.7,8.8,1,FALSE
414-9027,230.6,9.4,1,FALSE
337-1225,34,11.5,0,FALSE
394-6577,193.4,11.4,5,FALSE
359-6995,202,10.4,1,FALSE
377-7561,191.7,9.1,1,FALSE
380-6631,161.3,6.6,1,FALSE
390-8876,150.6,6.4,1,FALSE
413-2201,184.6,7.8,1,FALSE
374-2073,220.7,8.7,1,FALSE
417-1272,167.3,11,1,FALSE
358-1129,154,8.2,3,FALSE
394-1211,121.1,10.1,0,FALSE
327-1319,182.1,12.7,3,FALSE
399-4413,109.6,11,2,FALSE
393-9985,209.9,9.6,1,FALSE
401-8377,167.5,11.4,2,FALSE
331-3202,213.9,9.8,2,FALSE
358-5953,115.8,13.1,1,FALSE
380-7624,276.6,9.8,2,FALSE
416-5261,179.4,9.5,2,FALSE
417-5067,187.3,10.1,1,FALSE
345-6515,201.2,8.4,2,FALSE
406-1349,189.6,1.3,1,FALSE
360-9038,186.8,15,0,FALSE
348-3444,153.5,11.4,0,FALSE
370-2892,187.6,8.7,2,FALSE
383-4061,230.9,11,0,TRUE
391-7937,244.9,15.2,2,FALSE
389-4083,230.9,9.7,3,FALSE
410-9633,187.1,11,1,FALSE
418-9502,170.7,13.3,1,FALSE
339-6637,126.9,8.8,5,TRUE
356-3403,189.5,9.2,0,FALSE
371-9457,176.9,7.7,1,TRUE
391-8087,161.1,10.6,1,FALSE
392-6420,169.4,10.7,1,FALSE
399-4094,254.4,10.5,0,FALSE
378-4013,127.7,5.8,2,FALSE
386-6306,170.5,13.6,6,FALSE
359-3618,219.1,10.1,2,FALSE
340-8875,273.5,11,2,FALSE
330-2693,161.9,10.7,1,FALSE
403-7627,241.7,9.4,1,FALSE
342-3678,62.8,9.4,3,FALSE
344-9943,281.1,11.2,1,FALSE
390-5686,228.2,10.7,3,FALSE
358-5826,209.8,11.3,0,FALSE
393-7826,265.6,11.1,2,TRUE
335-9786,214.9,11.8,2,FALSE
368-9860,110.5,10.5,3,FALSE
416-9522,281.1,7.5,0,FALSE
416-7307,137.8,14.1,2,FALSE
397-6789,271.5,8.2,1,TRUE
335-9501,112.8,9,2,FALSE
388-1250,187.3,15.1,1,FALSE
386-1374,197,10.8,1,FALSE
346-8112,180.4,8.4,1,FALSE
364-9040,148.5,14.5,1,TRUE
366-3944,197.1,14.6,2,FALSE
331-9861,153.7,15.9,1,FALSE
330-2881,261.3,11.3,1,FALSE
402-9558,246.2,9.4,1,FALSE
341-3180,191,6.5,0,FALSE
371-8598,208.3,12.6,1,FALSE
398-8385,253,9.8,0,FALSE
333-4154,202.3,6.8,0,FALSE
330-3589,174.4,10.2,0,FALSE
417-1477,127.1,12.1,1,FALSE
327-5525,143.5,11.3,0,FALSE
363-8244,186.9,5.8,1,FALSE
419-9104,194,12.1,1,FALSE
363-1560,234.8,9.9,0,FALSE
341-4075,123.7,13.1,1,FALSE
366-9074,173.9,15.3,0,FALSE
367-1424,130.9,12.4,1,FALSE
341-1191,314.6,5.7,2,TRUE
342-9480,227.9,12.1,1,FALSE
355-9360,95.5,6.6,2,FALSE
343-1538,185.3,15.1,1,FALSE
335-2331,146.3,13.1,1,FALSE
335-7257,184,12.7,2,FALSE
332-2137,105.8,13.1,0,FALSE
352-2998,178,11.7,1,FALSE
346-6941,149.4,10.1,1,FALSE
400-2203,209.4,11.3,2,FALSE
421-2955,172.1,11.6,1,FALSE
331-6629,169.3,9.4,1,FALSE
343-6314,119.1,12.2,0,FALSE
414-6638,194.2,5.5,2,FALSE
350-5883,198.8,9.9,2,FALSE
409-4447,167.7,13.4,3,TRUE
376-4856,202.2,11.8,2,FALSE
335-1874,322.5,9.4,2,TRUE
397-6255,216.2,10.2,0,FALSE
381-5047,76.4,9.4,3,FALSE
403-6850,72.7,9.9,1,FALSE
375-3658,210.4,9.7,0,FALSE
341-2603,127.2,8.1,0,FALSE
342-5062,201.8,11.9,1,FALSE
354-1558,219.5,16.1,1,FALSE
351-9537,99.3,9,3,FALSE
401-1252,239.2,10.3,5,FALSE
366-9538,120.9,11.4,2,FALSE
364-7622,224.7,15.8,1,FALSE
393-9918,176.6,14.6,1,FALSE
376-4484,283.9,10,1,FALSE
410-6791,180.6,10.3,1,TRUE
343-2392,125.9,10.3,1,FALSE
408-4323,237.6,9.1,0,FALSE
395-1718,198.4,9.2,2,FALSE
354-9492,274.3,10.9,0,FALSE
367-8168,199.6,11,3,TRUE
340-3500,217.7,9.6,3,FALSE
369-4962,134.7,7.6,3,FALSE
334-8967,212.7,9.7,2,FALSE
402-2377,256.3,6.2,2,FALSE
366-3917,183.6,12.7,1,FALSE
333-3531,176.2,9.2,1,FALSE
333-8954,205,11.7,1,FALSE
374-9203,267.9,11.3,3,TRUE
334-3289,179.2,9.9,2,FALSE
353-7822,149.4,14.9,1,FALSE
350-1422,163.6,13.1,3,FALSE
385-8406,207.6,12.4,1,FALSE
380-7277,165.4,8.9,3,FALSE
352-1798,209.8,9.9,4,FALSE
385-7922,220.1,11.1,0,FALSE
353-7730,141.3,8.2,1,FALSE
337-7163,196.5,4,0,FALSE
348-5567,180.9,7.4,2,FALSE
420-9575,105,14.9,0,FALSE
366-3358,271.4,11.1,4,TRUE
359-9972,206.7,10.9,1,FALSE
387-3332,166.8,9.3,1,FALSE
354-6960,204.9,10.4,5,FALSE
405-3335,154.6,9.1,1,FALSE
379-4257,127,7.5,1,FALSE
355-4992,267.4,5.9,1,FALSE
383-6373,281,0,1,FALSE
382-7993,270.8,11.8,4,FALSE
422-5865,171.2,10.2,1,FALSE
410-9961,124.1,6.7,3,FALSE
343-9946,162.8,7.2,1,FALSE
357-7060,146.3,8,1,FALSE
355-9541,254.8,15,2,FALSE
378-4145,254.9,5.4,2,FALSE
386-2317,107.7,8.9,0,FALSE
335-8146,158.8,7.6,1,FALSE
377-2235,182.9,5.5,2,FALSE
386-9141,198.5,12.4,0,FALSE
416-5623,178.4,12,0,FALSE
327-3053,110.9,6.2,1,FALSE
395-6195,166.9,12.3,1,TRUE
397-8772,244.8,10.7,2,FALSE
346-7656,120.8,11.9,4,TRUE
343-2350,165.3,8.5,2,FALSE
372-4722,126.7,14.4,2,FALSE
399-8615,215.9,15.5,0,FALSE
379-8248,140.1,8,1,FALSE
414-6219,209.9,8.7,1,FALSE
387-1343,139.8,5.5,0,FALSE
370-5527,321.6,11.3,2,TRUE
393-8736,166.6,8.2,7,FALSE
402-7626,214.2,5.9,0,FALSE
370-2688,260,9,1,TRUE
418-9036,191.9,13.4,4,TRUE
417-2035,213,13.5,0,FALSE
355-3602,118.1,16.9,1,FALSE
393-4027,190.2,15,6,FALSE
418-5141,82.2,5.1,0,FALSE
406-1247,163.8,8.1,0,FALSE
402-3892,267.8,14.4,5,TRUE
332-2965,159.8,10.6,2,FALSE
377-1218,214.3,10.6,1,FALSE
355-2464,287.3,10.5,0,TRUE
404-4611,101.2,7.5,2,FALSE
373-2339,102.8,13.2,2,FALSE
410-3503,109.1,8.3,0,FALSE
410-4739,215.9,5.2,1,FALSE
365-3562,203.4,11,1,FALSE
387-7641,110.1,9.2,1,FALSE
385-9744,111,4.4,1,FALSE
398-5006,239.9,9.3,1,FALSE
408-3977,144.8,13.8,1,FALSE
334-2729,135.4,7.9,1,FALSE
334-7685,84.2,10.8,1,FALSE
350-9228,209.1,14,0,FALSE
407-5774,130.1,11.4,0,FALSE
413-4039,175.8,7.8,2,FALSE
343-2077,241.9,6.6,1,FALSE
336-5661,136.7,9.8,0,FALSE
355-4143,67.7,12,1,FALSE
366-5918,200.4,10,1,FALSE
368-7555,125.8,14.1,1,TRUE
408-2119,128.2,11.2,1,FALSE
329-2789,226.3,13,4,FALSE
334-1508,162.3,9.2,0,FALSE
337-1506,224.4,6.7,2,FALSE
396-8400,120.5,14.3,1,FALSE
349-2654,91.1,11.9,2,FALSE
417-2716,168.8,15.5,0,FALSE
402-1725,153.5,6.5,2,FALSE
403-3229,226.2,6.4,0,FALSE
353-6056,191.9,12.6,1,FALSE
399-9802,167.9,9.2,4,TRUE
366-7069,180,11.5,2,FALSE
332-5949,257.4,13.4,2,TRUE
393-6376,174.4,11,1,FALSE
354-7025,159.7,8.4,1,FALSE
351-6585,237.2,11,1,FALSE
330-5462,103,7.9,1,FALSE
407-2292,153.8,11.6,4,FALSE
340-3011,205.1,10.7,3,FALSE
345-9153,175.7,8.6,2,FALSE
379-5503,155.9,8.6,2,FALSE
389-6790,154.4,10.3,0,FALSE
408-3610,209.7,7.1,2,FALSE
375-8238,150,9.4,0,FALSE
378-5633,232.4,12.3,3,FALSE
389-9120,165.4,12.8,2,FALSE
380-2758,199.2,13.3,3,FALSE
402-2728,217.6,4.2,0,FALSE
354-9062,212.1,7.7,3,FALSE
417-2054,154,10.8,1,FALSE
353-1941,193.8,13.3,1,FALSE
328-1522,175.4,12.2,0,FALSE
408-4529,152,15.7,2,TRUE
417-5320,230.2,9.2,0,FALSE
370-9755,174.9,13.5,1,TRUE
372-4835,190.2,8.8,0,FALSE
334-6605,176.4,11.5,1,FALSE
399-5564,160.9,5,3,FALSE
392-2887,228.7,11.8,1,FALSE
328-2110,144,12.3,0,FALSE
383-5976,135.9,9.5,6,FALSE
332-6181,334.3,10.4,0,TRUE
330-5255,130.5,13,0,FALSE
413-5190,134.2,11.8,4,TRUE
394-7447,278,13.1,4,TRUE
353-7096,105.4,7.8,0,FALSE
395-6002,188.9,11.6,3,FALSE
372-9816,111.8,6.9,1,FALSE
400-7253,159.1,13,1,FALSE
344-7470,212.4,9,1,FALSE
378-8572,142.3,9.9,1,FALSE
345-9140,346.8,13.3,1,TRUE
340-5460,113.9,11.8,1,FALSE
369-8024,267.9,8.3,1,TRUE
395-8595,171.4,17,3,FALSE
359-4587,275.4,13.6,1,FALSE
375-5439,197.2,3.9,0,FALSE
361-3779,192.6,7.9,2,FALSE
375-8934,91.7,7.7,1,FALSE
395-4757,126.3,9.6,0,FALSE
421-7205,251.5,10.4,3,FALSE
379-8805,190.6,7.5,1,FALSE
348-2150,116.1,11.6,0,FALSE
417-9128,217.3,11.3,2,FALSE
351-4226,179.4,14.7,0,FALSE
330-6630,207.7,7.9,0,FALSE
387-9137,277.3,12.8,2,TRUE
372-3987,125.3,8.4,1,FALSE
408-5183,138.1,6.8,2,FALSE
412-9357,169.3,8.2,0,FALSE
402-3599,201.3,12.3,1,FALSE
379-5211,216.7,9.8,2,FALSE
405-9217,190.4,8.3,2,FALSE
340-9200,143.3,6,1,FALSE
339-9026,97.4,11.4,2,FALSE
343-4772,181.4,11.3,3,FALSE
345-2108,246.4,3.8,0,FALSE
401-4650,143.4,9.7,2,FALSE
400-3945,104.9,8,2,FALSE
338-3781,156.2,13.1,1,FALSE
342-6316,114.8,12,0,FALSE
336-5920,232.5,11.9,0,FALSE
332-1060,143.6,8.6,1,FALSE
418-3426,176.7,9.1,2,FALSE
408-6326,263.4,11.4,1,TRUE
334-6142,146.4,11.3,1,FALSE
336-6128,145,14.2,2,FALSE
406-6708,167.8,8.4,1,FALSE
388-8670,166.9,7.2,0,FALSE
363-5853,142.5,7.8,2,FALSE
383-6544,133,11.2,1,FALSE
378-2940,252.9,12.3,1,FALSE
338-7683,95,10,2,FALSE
329-2786,194.2,12.9,1,TRUE
369-9465,222.8,0,1,FALSE
337-3769,201.8,16.5,0,FALSE
400-6257,216,9.3,2,TRUE
411-6663,146.3,5.3,1,FALSE
384-3101,234.8,9.5,1,FALSE
339-5329,198.6,10.6,2,FALSE
388-9944,94.4,13.1,2,FALSE
403-1769,190.4,10,2,FALSE
390-1612,142.6,12,3,FALSE
421-7214,134.2,10.7,0,FALSE
338-6962,111.9,14.1,5,TRUE
333-9826,122.8,10.7,2,FALSE
411-8549,189.3,9.2,4,FALSE
381-9234,240.4,16.1,0,FALSE
387-9855,93.5,9.9,0,FALSE
371-6990,158.6,10.2,3,FALSE
417-3046,243.2,7.2,4,FALSE
385-7082,176.4,9.3,4,FALSE
365-5886,220.9,6.4,0,FALSE
373-5196,144.4,7.1,0,FALSE
327-6194,212.3,7.7,0,FALSE
381-4565,147,8.4,1,FALSE
357-9832,96.2,12.9,2,FALSE
396-4845,263.4,10.3,0,FALSE
378-6772,12.5,7.7,1,FALSE
353-4296,162.3,10.1,2,FALSE
362-8331,183.6,8.7,1,FALSE
362-4685,178.1,8.5,1,FALSE
383-1431,201.4,7,0,FALSE
332-2258,123,13.3,1,FALSE
375-8304,208,8.6,0,FALSE
340-5580,239.2,8.8,1,FALSE
362-1490,193,15.3,1,FALSE
336-4281,174.5,10.3,1,FALSE
361-1315,116.7,9.9,1,FALSE
342-5906,93.8,10.7,1,FALSE
405-7904,154.1,12.9,2,FALSE
349-4762,239.5,9.9,0,FALSE
385-3263,216,11.8,0,FALSE
405-9496,187.4,12.2,1,FALSE
396-6775,167.4,10.3,0,FALSE
393-6475,160.4,12.5,1,FALSE
379-7779,143.2,11.9,1,FALSE
408-8650,205.3,5,1,FALSE
400-3497,219.1,14.3,1,FALSE
407-9244,143.2,7.6,1,FALSE
406-8809,232.8,12.5,2,FALSE
358-1778,162,8.9,0,FALSE
337-4339,25.9,6.5,1,FALSE
344-7197,154.2,15.4,4,TRUE
333-7631,322.3,6.7,0,TRUE
372-6623,209.9,8.2,1,FALSE
363-2602,191.5,0,0,FALSE
387-7757,291.1,7.5,1,FALSE
397-5381,215.6,11.8,3,FALSE
406-4604,208.8,12.4,3,FALSE
376-9513,255.9,12.3,3,FALSE
360-1852,252.7,12.4,2,FALSE
421-7270,132.1,6.9,3,FALSE
371-9482,217,8.2,1,FALSE
337-4101,101.9,12.9,0,FALSE
420-2796,211.5,13.3,2,FALSE
366-4225,153.4,10.4,0,FALSE
398-4567,166.3,10,2,FALSE
388-4571,185.2,9.5,1,FALSE
360-8666,104.6,6.5,2,FALSE
333-3704,245.2,7.2,0,FALSE
383-2566,274.4,6,1,FALSE
406-5584,98.4,14.2,1,FALSE
344-4691,279.9,13,1,FALSE
347-9737,187.2,5.1,1,FALSE
333-7961,276.2,2.2,3,FALSE
364-2439,200.4,8.3,1,FALSE
411-8043,162.3,9.1,2,FALSE
332-5084,176.9,10.5,4,TRUE
413-4831,165.5,12.2,0,FALSE
343-4806,217.8,10.4,4,FALSE
401-8735,201.4,12.9,2,TRUE
391-8626,190.5,10.1,3,FALSE
327-5817,179.9,12.8,3,FALSE
381-4712,235.9,5.8,3,FALSE
335-3320,140.4,7.9,0,FALSE
415-8780,144.6,7.4,2,FALSE
362-1146,189,17.1,0,FALSE
352-7413,101,13.3,0,FALSE
387-6716,206.3,10.6,1,FALSE
352-1127,165.1,10.9,1,FALSE
368-1288,165,12.5,1,TRUE
403-5279,155.9,11.7,3,FALSE
397-9333,199.2,11.8,1,FALSE
411-7353,155.3,12.3,3,FALSE
383-2537,208.3,11.3,3,FALSE
330-4419,157.1,12.1,1,FALSE
390-7930,154.4,11.7,5,TRUE
362-5111,189.1,10.4,1,TRUE
358-6796,131.5,10,2,FALSE
409-7494,166.4,9.9,1,FALSE
400-1636,142.3,12.8,2,FALSE
389-2747,87.7,7.3,2,FALSE
415-2176,184.1,16.9,0,FALSE
377-8067,174.5,12.3,2,FALSE
362-7835,103.3,9,2,FALSE
361-5225,35.1,12.7,1,FALSE
333-3447,246.6,13,1,FALSE
341-3044,78.5,11.8,1,FALSE
350-7306,148.1,12.3,5,TRUE
353-8849,206.2,9,1,FALSE
402-3476,251.6,12.2,2,FALSE
338-6018,270.3,14.4,1,TRUE
409-3520,156.6,11.3,1,FALSE
357-1085,139.4,13.6,1,FALSE
353-3285,220.2,11.7,2,FALSE
409-9885,214.1,10.1,1,FALSE
388-7701,196,7.9,1,FALSE
385-8184,106.4,5.3,6,TRUE
345-2863,179.4,10,0,FALSE
353-6300,216.7,10.8,2,FALSE
389-5649,177.3,5.1,0,FALSE
378-8137,151.6,4,1,FALSE
340-4627,262.2,10.6,0,FALSE
352-6833,173.6,9.7,3,FALSE
420-2000,106.6,9.6,2,FALSE
368-5437,193.3,11.6,5,TRUE
418-8170,217.2,11.3,0,FALSE
403-9417,209.5,8.8,1,FALSE
330-6165,95.4,5.6,1,FALSE
412-4185,214.6,8.1,1,FALSE
409-4734,131.6,11.1,4,TRUE
348-9828,168.4,11.8,1,FALSE
418-8850,146.4,7.8,1,FALSE
330-8351,183,11.1,1,FALSE
347-7773,103.3,6.4,0,FALSE
392-6841,112.2,10.6,0,FALSE
354-2189,170.7,8.2,3,FALSE
349-9060,172.5,10.9,0,FALSE
334-1311,194.3,7.1,1,FALSE
415-3120,187.8,12,2,FALSE
387-5891,307.1,8,0,FALSE
368-8026,118.2,12.2,3,FALSE
332-9446,154,12.9,1,FALSE
393-5284,155.5,7.6,1,FALSE
376-1677,125.6,5.4,1,FALSE
392-2268,199.3,15.2,0,FALSE
396-4311,157.9,12.8,1,FALSE
363-4005,203.4,9.2,2,FALSE
344-9966,222.2,10.9,1,FALSE
337-7377,92.8,5.8,1,FALSE
373-7037,216.8,8.6,0,FALSE
356-7580,193.2,9.7,4,FALSE
390-3401,113.2,14.1,3,FALSE
350-9313,166.2,11.2,3,FALSE
420-9009,262.2,7.3,1,FALSE
415-2641,207.8,13.1,0,FALSE
392-4929,245.4,7.5,1,FALSE
346-5068,287.1,14.4,3,TRUE
389-2631,192.3,9,2,FALSE
368-3808,194.2,9.7,2,FALSE
406-8599,211,9.8,3,FALSE
386-7456,141.9,8.7,0,FALSE
357-4936,220.5,5.9,2,FALSE
397-7411,157.4,9.3,1,FALSE
353-6218,143.5,11.2,0,FALSE
369-5942,156,8.9,0,FALSE
416-8543,160.1,9.2,2,FALSE
358-4576,235.1,7.2,4,TRUE
352-5118,160,8.7,5,TRUE
408-2621,188.4,13.2,1,FALSE
353-3994,194.8,11,1,FALSE
367-4277,247.8,6.9,1,FALSE
354-3237,221.2,11.9,4,FALSE
394-8504,118.5,13.4,2,FALSE
370-4139,231.8,7.6,1,FALSE
382-6135,215.9,11.6,1,FALSE
359-5718,217.1,8,2,FALSE
385-3111,83.5,12.6,0,FALSE
353-4880,183.3,5.1,1,FALSE
343-7019,236.8,9.5,1,TRUE
419-6133,193.8,8.5,1,FALSE
350-7344,134,9.7,0,FALSE
397-6064,176.6,11.3,2,FALSE
363-6896,191.4,10.2,3,FALSE
416-9021,174.8,12.8,0,FALSE
408-3269,275.2,7.9,1,FALSE
408-9463,174,7.9,1,FALSE
340-7062,165,12.6,1,FALSE
417-4309,228.7,11.8,1,FALSE
421-2659,107.9,9.5,2,FALSE
383-2017,221.3,11.3,1,FALSE
411-6294,141.1,5.9,3,FALSE
332-9525,166.4,10.7,4,FALSE
401-5012,249.6,7.6,3,FALSE
368-8835,178.6,10.9,1,FALSE
351-1382,139,15.7,2,FALSE
359-7694,134.3,12.6,2,FALSE
419-5505,215.9,4.9,3,FALSE
341-4570,181.6,11.4,1,FALSE
366-6991,178.4,9.3,1,FALSE
377-7399,106.4,11.4,1,FALSE
377-9092,170.7,11.4,2,FALSE
373-6681,184.5,12.3,0,FALSE
417-7736,161.2,8.9,1,FALSE
393-2812,84.9,7.5,2,FALSE
398-3176,217.9,10.6,1,FALSE
334-8694,270.9,8.8,0,TRUE
369-5449,243,15.3,0,TRUE
380-5246,128.2,8.9,0,FALSE
390-3873,126.3,9.8,2,FALSE
354-4568,178.7,10.6,4,FALSE
339-6968,159,10.1,0,FALSE
379-5933,150.9,11.7,3,FALSE
365-5682,219.9,8.1,3,FALSE
382-8518,168,10.1,2,FALSE
356-8449,162.1,9.6,4,TRUE
333-3460,198.8,16.5,5,FALSE
375-8596,256.8,9.1,3,FALSE
384-5907,182.8,11,1,FALSE
373-2903,196.8,7.7,1,FALSE
361-7702,140.1,11.2,2,FALSE
388-5850,194.3,9,5,FALSE
405-6298,117.6,8.8,1,FALSE
368-2074,193.7,11.6,0,FALSE
328-5050,243.1,7.8,2,FALSE
395-5783,145.4,5.2,1,FALSE
420-7301,169.1,9.9,3,FALSE
328-2478,229.3,8.8,2,FALSE
381-2460,197.2,8.3,4,FALSE
390-9811,186.4,11.1,2,TRUE
373-5670,76.1,10.8,0,FALSE
351-7016,162.8,6,2,FALSE
394-9934,182.3,18,1,FALSE
422-8268,194.4,11.2,2,FALSE
373-7690,189.3,12.5,2,FALSE
366-9781,160.1,9.5,3,FALSE
404-5427,145,7.1,3,FALSE
389-9783,220.7,11.5,4,FALSE
351-7005,224.7,7.5,1,TRUE
348-2009,147,10.5,1,FALSE
340-4236,260.8,10.1,1,FALSE
348-1528,155.4,9,0,FALSE
365-5039,166.2,5.4,1,FALSE
411-1810,211.8,10.8,0,FALSE
364-7644,130.5,11,4,TRUE
335-9066,162.7,8.7,0,FALSE
362-7581,237.1,7.9,1,FALSE
346-1095,166.2,13.2,4,FALSE
357-9136,121.7,8.3,6,TRUE
390-7863,176.4,11.2,0,FALSE
344-2416,67.4,11.4,2,FALSE
373-1448,229.7,9.6,1,TRUE
360-7076,176,14.7,1,FALSE
413-2241,247.7,9.6,0,TRUE
343-3961,115.4,13.1,2,FALSE
375-4107,112.2,13.9,0,TRUE
414-7410,162.6,11.5,0,FALSE
351-2535,229.4,10.4,4,FALSE
416-9615,139.6,15,2,FALSE
377-1293,263.8,8.4,5,TRUE
388-6479,217.5,9,4,FALSE
390-2755,114.3,7.5,1,FALSE
340-5930,196.3,7.7,2,FALSE
401-3622,253.2,4.4,1,FALSE
382-1104,98,10.5,0,FALSE
355-9324,249.4,9.1,0,FALSE
393-4843,129.6,14.5,1,FALSE
401-4052,221.3,9.3,0,FALSE
385-1830,220.7,12.4,1,FALSE
348-7409,87.6,9.2,1,FALSE
361-4910,203.6,8.4,0,FALSE
415-6578,213.6,8.8,2,FALSE
395-5015,181.6,12.9,2,FALSE
369-6012,215.4,7.8,1,FALSE
394-4520,266.3,14,2,TRUE
380-5873,199.2,10.2,3,FALSE
372-5384,115,7.3,3,FALSE
419-1863,270.5,9.6,1,TRUE
352-5697,222.2,12.9,1,FALSE
373-4274,61.9,8.8,3,FALSE
382-4024,141.1,10.8,2,FALSE
395-9215,189.2,10.6,3,TRUE
331-9149,196,9.8,3,FALSE
347-3958,171.6,13.8,0,FALSE
389-2540,174,11.4,2,FALSE
399-3083,78.6,7.4,1,TRUE
420-8308,200.9,8.9,1,FALSE
384-7724,141.3,6.4,1,FALSE
389-2114,235.8,7.3,2,FALSE
335-4414,185.1,6.3,3,FALSE
370-5361,254.3,11.8,2,FALSE
374-5965,183,8.7,2,FALSE
420-6414,163.5,7.5,2,FALSE
392-2708,207.9,7.7,2,FALSE
352-7234,248.6,6.1,3,FALSE
337-9878,185.4,14.5,2,FALSE
350-7288,197.8,8.9,1,FALSE
415-8448,132.1,9.1,2,TRUE
392-6331,197.1,9.3,0,FALSE
392-3315,154.6,12.6,2,FALSE
382-5401,153.1,10,6,TRUE
389-7012,211.2,6.3,2,FALSE
411-4714,96.8,10.9,2,TRUE
343-3846,172,10.1,1,FALSE
370-4395,141.1,8,2,FALSE
422-4394,151.1,13.8,2,FALSE
405-1780,209.6,7.6,3,FALSE
393-2220,247,10.5,3,FALSE
355-8299,221.4,10.8,1,FALSE
379-8681,321.3,8,1,TRUE
409-7034,243.7,11.3,0,FALSE
358-1922,251.5,11.1,3,FALSE
346-1629,236.9,7.3,0,TRUE
347-1870,159.7,9.3,2,FALSE
374-9576,148.2,9.2,4,TRUE
380-1096,150.9,14.7,1,FALSE
396-5790,210.5,11.5,1,FALSE
356-5244,170.9,4.1,2,FALSE
341-1412,254.7,10.6,0,FALSE
387-7371,284.4,8.4,0,TRUE
392-2555,0,6.8,4,TRUE
403-9167,133.7,10.7,1,TRUE
338-6550,224.9,10.3,0,FALSE
357-5801,151.8,11.9,1,FALSE
403-1953,141.4,5.6,2,FALSE
357-6039,285.7,14.8,0,TRUE
388-9653,58.4,11.9,1,FALSE
359-2915,90.4,13.1,0,FALSE
381-4562,114.4,11,0,FALSE
406-2213,147.7,12.8,2,FALSE
330-6436,302.7,13.6,3,FALSE
332-4289,136.1,11.3,1,FALSE
386-3596,169.7,12.8,3,FALSE
337-3740,227.2,14.9,0,FALSE
414-1496,217.8,10.3,1,TRUE
349-7291,124.2,13.1,2,FALSE
385-1985,206.2,13.6,1,FALSE
329-7102,132.9,9.9,3,FALSE
394-2553,104.9,7.7,3,FALSE
339-1330,245,13.7,1,TRUE
398-1959,184.5,11.6,1,FALSE
408-7015,89.5,12.3,3,FALSE
384-9254,235.6,8.6,1,FALSE
355-9475,186,11.5,4,FALSE
334-1337,223.9,7.3,1,FALSE
359-1441,179.5,6.6,1,FALSE
391-5442,169.4,8.9,1,FALSE
374-1551,118.1,8.2,1,FALSE
399-6233,112,4.1,4,TRUE
337-4749,168.4,8.5,0,FALSE
403-5552,214.3,11.3,0,FALSE
405-3097,245.7,4.2,4,TRUE
364-9240,156.6,13.4,1,FALSE
404-9348,142.8,8.9,1,FALSE
336-1462,202.4,10.2,3,FALSE
364-8981,116.8,12,1,FALSE
412-7606,155.7,11,1,FALSE
380-6342,236.1,9.1,2,FALSE
418-3017,138.1,8.2,2,FALSE
367-3648,51.9,10.1,3,FALSE
341-5892,81.3,8.9,0,FALSE
334-4678,171.5,7.1,0,FALSE
366-6751,126,7.6,1,FALSE
397-8512,197.2,9.9,4,FALSE
367-9495,194.1,15.3,1,FALSE
379-2991,115.7,9.3,1,FALSE
356-4832,157.2,8.4,3,FALSE
413-4040,269.7,4.5,3,TRUE
366-4444,246.4,9.1,0,FALSE
394-3806,227.4,13,1,FALSE
368-5647,189.8,12.2,0,FALSE
412-1076,188.9,11.5,4,FALSE
413-7655,0,7.2,1,FALSE
371-2316,110.5,11,1,FALSE
420-3346,167.6,11.7,4,FALSE
367-3971,132,0,3,FALSE
417-5813,167.8,11.9,0,FALSE
421-8535,213.4,5.7,1,FALSE
375-1721,175.4,10.6,0,FALSE
331-8484,82.6,9.5,3,FALSE
366-5829,143.2,8.8,4,TRUE
367-7906,125.5,8.9,1,FALSE
412-2520,82.3,11.8,6,TRUE
386-9177,165.6,11.8,1,FALSE
420-6780,183.1,8.4,0,FALSE
401-1454,162.1,12.2,1,FALSE
379-2508,166.6,7.7,1,FALSE
353-3492,135.9,9.4,1,FALSE
406-4840,165.7,9.8,0,FALSE
391-7982,176.1,9.7,1,FALSE
379-9821,142.3,9.1,0,FALSE
398-7414,177.6,7.6,3,FALSE
338-8566,83.2,10.7,1,FALSE
397-3058,235,5.7,2,FALSE
389-8096,105.7,6.6,2,FALSE
393-6840,149.4,17.9,3,TRUE
360-7404,264.7,10.4,0,FALSE
